model_id,downloads,tasks,parameters,tags,created_at,license,datasets,model_name,metrics,base_model,languages
google/owlv2-base-patch16-ensemble,1187393,zero-shot-object-detection,154966791.0,"['transformers', 'pytorch', 'safetensors', 'owlv2', 'zero-shot-object-detection', 'vision', 'arxiv:2306.09683', 'license:apache-2.0', 'region:us']",2023-10-13 09:27:09+00:00,apache-2.0,,,,,
IDEA-Research/grounding-dino-base,1134796,zero-shot-object-detection,232810880.0,"['transformers', 'pytorch', 'safetensors', 'grounding-dino', 'zero-shot-object-detection', 'vision', 'arxiv:2303.05499', 'license:apache-2.0', 'region:us']",2023-09-25 01:27:30+00:00,apache-2.0,,,,,
IDEA-Research/grounding-dino-tiny,1072808,zero-shot-object-detection,172277902.0,"['transformers', 'pytorch', 'safetensors', 'grounding-dino', 'zero-shot-object-detection', 'vision', 'arxiv:2303.05499', 'license:apache-2.0', 'region:us']",2023-09-25 00:59:34+00:00,apache-2.0,,,,,
google/owlvit-base-patch32,305212,zero-shot-object-detection,153232471.0,"['transformers', 'pytorch', 'safetensors', 'owlvit', 'zero-shot-object-detection', 'vision', 'arxiv:2205.06230', 'license:apache-2.0', 'region:us']",2022-07-05 06:30:01+00:00,apache-2.0,,,,,
google/owlv2-large-patch14-ensemble,172869,zero-shot-object-detection,437610759.0,"['transformers', 'pytorch', 'safetensors', 'owlv2', 'zero-shot-object-detection', 'vision', 'arxiv:2306.09683', 'license:apache-2.0', 'region:us']",2023-10-13 12:44:06+00:00,apache-2.0,,,,,
google/owlvit-large-patch14,66714,zero-shot-object-detection,,"['transformers', 'pytorch', 'owlvit', 'zero-shot-object-detection', 'vision', 'arxiv:2205.06230', 'license:apache-2.0', 'region:us']",2022-07-05 07:12:49+00:00,apache-2.0,,,,,
google/owlv2-base-patch16,15000,zero-shot-object-detection,154966791.0,"['transformers', 'pytorch', 'safetensors', 'owlv2', 'zero-shot-object-detection', 'vision', 'arxiv:2306.09683', 'license:apache-2.0', 'region:us']",2023-10-13 09:18:57+00:00,apache-2.0,,,,,
omlab/omdet-turbo-swin-tiny-hf,8259,zero-shot-object-detection,115428310.0,"['safetensors', 'omdet-turbo', 'zero-shot-object-detection', 'arxiv:2403.06892', 'license:apache-2.0', 'region:us']",2024-09-24 16:52:34+00:00,apache-2.0,,,,,
google/owlv2-base-patch16-finetuned,4657,zero-shot-object-detection,,"['transformers', 'pytorch', 'owlv2', 'zero-shot-object-detection', 'vision', 'arxiv:2306.09683', 'license:apache-2.0', 'region:us']",2023-10-13 09:37:34+00:00,apache-2.0,,,,,
google/owlvit-base-patch16,4521,zero-shot-object-detection,,"['transformers', 'pytorch', 'owlvit', 'zero-shot-object-detection', 'vision', 'arxiv:2205.06230', 'license:apache-2.0', 'region:us']",2022-07-05 07:12:33+00:00,apache-2.0,,,,,
google/owlv2-large-patch14-finetuned,3712,zero-shot-object-detection,,"['transformers', 'pytorch', 'owlv2', 'zero-shot-object-detection', 'vision', 'arxiv:2306.09683', 'license:apache-2.0', 'region:us']",2023-10-14 08:46:56+00:00,apache-2.0,,,,,
Xenova/owlvit-base-patch32,2129,zero-shot-object-detection,153232471.0,"['transformers.js', 'onnx', 'owlvit', 'zero-shot-object-detection', 'base_model:google/owlvit-base-patch32', 'base_model:quantized:google/owlvit-base-patch32', 'region:us']",2023-11-13 19:24:51+00:00,,,,,google/owlvit-base-patch32,
google/owlv2-large-patch14,1503,zero-shot-object-detection,437610759.0,"['transformers', 'pytorch', 'safetensors', 'owlv2', 'zero-shot-object-detection', 'vision', 'arxiv:2306.09683', 'license:apache-2.0', 'region:us']",2023-10-13 10:57:17+00:00,apache-2.0,,,,,
jameslahm/yoloe-v8l-seg,570,zero-shot-object-detection,53527667.0,"['safetensors', 'model_hub_mixin', 'pytorch_model_hub_mixin', 'zero-shot-object-detection', 'arxiv:2503.07465', 'license:agpl-3.0', 'region:us']",2025-03-15 05:23:10+00:00,agpl-3.0,,,,,
onnx-community/grounding-dino-tiny-ONNX,124,zero-shot-object-detection,,"['transformers.js', 'onnx', 'grounding-dino', 'zero-shot-object-detection', 'license:apache-2.0', 'region:us']",2025-01-05 09:59:23+00:00,apache-2.0,,,,,
vvmnnnkv/owlv2-base-patch16,121,object-detection,,"['transformers', 'pytorch', 'owlv2', 'zero-shot-object-detection', 'vision', 'object-detection', 'arxiv:2306.09683', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2023-10-27 07:34:45+00:00,apache-2.0,,,,,
upfeatmediainc/owlv2-base-patch16-ensemble,118,object-detection,,"['transformers', 'pytorch', 'owlv2', 'zero-shot-object-detection', 'vision', 'object-detection', 'arxiv:2306.09683', 'license:apache-2.0', 'region:us']",2023-11-10 22:43:04+00:00,apache-2.0,,,,,
mayank0621/owlvit-base-patch32_FT_cppe5,112,zero-shot-object-detection,153231878.0,"['transformers', 'tensorboard', 'safetensors', 'owlvit', 'zero-shot-object-detection', 'endpoints_compatible', 'region:us']",2024-06-21 06:37:03+00:00,,,,,,
Xenova/owlvit-base-patch16,71,zero-shot-object-detection,,"['transformers.js', 'onnx', 'owlvit', 'zero-shot-object-detection', 'base_model:google/owlvit-base-patch16', 'base_model:quantized:google/owlvit-base-patch16', 'region:us']",2023-11-13 19:25:19+00:00,,,,,google/owlvit-base-patch16,
Xenova/owlvit-large-patch14,65,zero-shot-object-detection,,"['transformers.js', 'onnx', 'owlvit', 'zero-shot-object-detection', 'base_model:google/owlvit-large-patch14', 'base_model:quantized:google/owlvit-large-patch14', 'region:us']",2023-11-14 17:25:17+00:00,,,,,google/owlvit-large-patch14,
jameslahm/yoloe-v8s-seg,57,zero-shot-object-detection,15444243.0,"['safetensors', 'model_hub_mixin', 'pytorch_model_hub_mixin', 'zero-shot-object-detection', 'arxiv:2503.07465', 'license:agpl-3.0', 'region:us']",2025-03-15 04:58:06+00:00,agpl-3.0,,,,,
rawhad/grounding-dino-base-screen-ai-v1,56,zero-shot-object-detection,232810880.0,"['transformers', 'safetensors', 'grounding-dino', 'zero-shot-object-detection', 'arxiv:1910.09700', 'endpoints_compatible', 'region:us']",2024-06-11 23:43:33+00:00,,,,,,
jameslahm/yoloe-11l-seg,38,zero-shot-object-detection,35224179.0,"['safetensors', 'model_hub_mixin', 'pytorch_model_hub_mixin', 'zero-shot-object-detection', 'arxiv:2503.07465', 'license:agpl-3.0', 'region:us']",2025-03-15 05:24:57+00:00,agpl-3.0,,,,,
fxmarty/owlvit-tiny-non-contiguous-weight,34,zero-shot-object-detection,,"['transformers', 'pytorch', 'owlvit', 'zero-shot-object-detection', 'license:mit', 'endpoints_compatible', 'region:us']",2024-01-16 12:33:25+00:00,mit,,,,,
Thomasboosinger/owlvit-base-patch32,32,zero-shot-object-detection,153232471.0,"['transformers', 'pytorch', 'safetensors', 'owlvit', 'zero-shot-object-detection', 'vision', 'arxiv:2205.06230', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2024-02-15 17:56:07+00:00,apache-2.0,,,,,
solomonpm/my-owlvit-8bit,26,zero-shot-object-detection,,"['transformers', 'owlvit', 'zero-shot-object-detection', 'arxiv:1910.09700', 'endpoints_compatible', '8-bit', 'bitsandbytes', 'region:us']",2024-02-29 09:05:22+00:00,,,,,,
hf-tiny-model-private/tiny-random-OwlViTForObjectDetection,25,zero-shot-object-detection,,"['transformers', 'pytorch', 'owlvit', 'zero-shot-object-detection', 'endpoints_compatible', 'region:us']",2023-03-29 19:16:02+00:00,,,,,,
Thomasboosinger/owlv2-large-patch14-ensemble,24,zero-shot-object-detection,,"['transformers', 'pytorch', 'owlv2', 'zero-shot-object-detection', 'vision', 'arxiv:2306.09683', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2024-02-19 15:29:26+00:00,apache-2.0,,,,,
juhi7ag/idea-model,23,zero-shot-object-detection,,"['transformers', 'pytorch', 'owlvit', 'zero-shot-object-detection', 'license:mit', 'endpoints_compatible', 'region:us']",2023-07-28 11:05:30+00:00,mit,,,,,
tencent/Hunyuan3D-2,553789,image-to-3d,,"['hunyuan3d-2', 'diffusers', 'safetensors', 'image-to-3d', 'text-to-3d', 'en', 'zh', 'arxiv:2501.12202', 'arxiv:2411.02293', 'license:other', 'region:us']",2025-01-20 06:55:37+00:00,other,,,,,"['en', 'zh']"
tencent/Hunyuan3D-1,13455,image-to-3d,,"['hunyuan3d-2', 'diffusers', 'safetensors', 'image-to-3d', 'text-to-3d', 'en', 'zh', 'arxiv:2411.02293', 'license:other', 'region:us']",2024-11-01 08:42:28+00:00,other,,,,,"['en', 'zh']"
tencent/Hunyuan3D-2mini,11322,image-to-3d,,"['hunyuan3d-2', 'image-to-3d', 'text-to-3d', 'en', 'zh', 'arxiv:2501.12202', 'arxiv:2411.02293', 'license:other', 'region:us']",2025-03-12 11:36:01+00:00,other,,,,,"['en', 'zh']"
Zhengyi/LLaMA-Mesh,7845,text-to-3d,8030261248.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'mesh-generation', 'text-to-3d', 'arxiv:2411.09595', 'license:llama3.1', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2024-11-17 12:45:45+00:00,llama3.1,,,,,
openai/shap-e,6937,text-to-3d,,"['diffusers', 'text-to-image', 'shap-e', 'text-to-3d', 'arxiv:2305.02463', 'license:mit', 'diffusers:ShapEPipeline', 'region:us']",2023-07-04 13:25:35+00:00,mit,,,,,
tencent/Hunyuan3D-2mv,5284,image-to-3d,,"['hunyuan3d-2', 'image-to-3d', 'text-to-3d', 'en', 'zh', 'arxiv:2501.12202', 'arxiv:2411.02293', 'license:other', 'region:us']",2025-03-12 11:36:17+00:00,other,,,,,"['en', 'zh']"
bartowski/LLaMA-Mesh-GGUF,2246,text-to-3d,,"['gguf', 'mesh-generation', 'text-to-3d', 'base_model:Zhengyi/LLaMA-Mesh', 'base_model:quantized:Zhengyi/LLaMA-Mesh', 'license:llama3.1', 'endpoints_compatible', 'region:us', 'conversational']",2024-11-20 00:49:27+00:00,llama3.1,,,,Zhengyi/LLaMA-Mesh,
Intel/ldm3d-4c,1839,text-to-3d,,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'text-to-3d', 'en', 'arxiv:2305.10853', 'arxiv:2112.10752', 'arxiv:2103.13413', 'license:creativeml-openrail-m', 'model-index', 'diffusers:StableDiffusionLDM3DPipeline', 'region:us']",2023-06-22 12:02:01+00:00,creativeml-openrail-m,,ldm3d,,,['en']
openai/shap-e-img2img,430,image-to-image,,"['diffusers', 'image-to-image', 'text-to-3d', 'shap-e', 'arxiv:2305.02463', 'license:mit', 'diffusers:ShapEImg2ImgPipeline', 'region:us']",2023-07-04 13:25:57+00:00,mit,,,,,
FrozenBurning/3DTopia-XL,229,image-to-3d,,"['3dtopia-xl', 'text-to-3d', 'image-to-3d', 'arxiv:2409.12957', 'license:apache-2.0', 'region:us']",2024-08-09 08:17:31+00:00,apache-2.0,,,,,
FreedomIntelligence/BlenderLLM,226,text-to-3d,7615616512.0,"['safetensors', 'qwen2', 'code', 'render', 'CAD', '3D', 'Modeling', 'LLM', 'bpy', 'Blender', 'text-to-3d', 'dataset:FreedomIntelligence/BlendNet', 'arxiv:2412.14203', 'base_model:Qwen/Qwen2.5-7B-Instruct', 'base_model:finetune:Qwen/Qwen2.5-7B-Instruct', 'license:apache-2.0', 'region:us']",2024-12-07 17:35:38+00:00,apache-2.0,['FreedomIntelligence/BlendNet'],,['code_eval'],['Qwen/Qwen2.5-7B-Instruct'],
Intel/ldm3d-pano,164,text-to-3d,,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'text-to-panoramic', 'text-to-3d', 'en', 'arxiv:2311.03226', 'arxiv:2305.10853', 'license:creativeml-openrail-m', 'model-index', 'diffusers:StableDiffusionLDM3DPipeline', 'region:us']",2023-07-27 13:16:54+00:00,creativeml-openrail-m,,ldm3d-pano,,,['en']
Intel/ldm3d,159,text-to-3d,,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'text-to-3d', 'en', 'arxiv:2305.10853', 'arxiv:2112.10752', 'arxiv:2103.13413', 'license:creativeml-openrail-m', 'model-index', 'diffusers:StableDiffusionLDM3DPipeline', 'region:us']",2023-06-01 14:58:23+00:00,creativeml-openrail-m,,ldm3d,,,['en']
MarcusLoren/MeshGPT-preview,80,text-to-3d,,"['transformers', 'text-to-3d', 'arxiv:2311.15475', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2024-06-06 01:31:14+00:00,apache-2.0,,,,,
dylanebert/zero123plus-instantmesh,69,text-to-3d,,"['diffusers', 'safetensors', 'text-to-3d', 'license:mit', 'diffusers:Zero123PlusPipeline', 'region:us']",2024-10-16 03:02:11+00:00,mit,,,,,
cavargas10/Hunyuan3D-2v,62,image-to-3d,,"['hunyuan3d-2', 'diffusers', 'safetensors', 'image-to-3d', 'text-to-3d', 'en', 'zh', 'arxiv:2501.12202', 'arxiv:2411.02293', 'license:other', 'region:us']",2025-03-10 14:47:01+00:00,other,,,,,"['en', 'zh']"
hellork/BlenderLLM-IQ3_XXS-GGUF,47,text-to-3d,,"['gguf', 'code', 'render', 'CAD', '3D', 'Modeling', 'LLM', 'bpy', 'Blender', 'llama-cpp', 'gguf-my-repo', 'text-to-3d', 'dataset:FreedomIntelligence/BlendNet', 'base_model:FreedomIntelligence/BlenderLLM', 'base_model:quantized:FreedomIntelligence/BlenderLLM', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'imatrix', 'conversational']",2025-02-02 06:53:49+00:00,apache-2.0,['FreedomIntelligence/BlendNet'],,['code_eval'],FreedomIntelligence/BlenderLLM,
Intel/ldm3d-sr,39,text-to-3d,,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'text-to-3d', 'en', 'arxiv:2311.03226', 'license:creativeml-openrail-m', 'model-index', 'diffusers:StableDiffusionUpscaleLDM3DPipeline', 'region:us']",2023-09-06 10:03:49+00:00,creativeml-openrail-m,,ldm3d-sr,,,['en']
pabloruizponce/in2IN,38,text-to-3d,,"['transformers', 'pytorch', 'feature-extraction', 'text-to-3d', 'custom_code', 'arxiv:2404.09988', 'endpoints_compatible', 'region:us']",2024-06-13 10:34:24+00:00,,,,,,
Sprilucas/Hunyuan3D-2,35,image-to-3d,,"['hunyuan3d-2.0', 'diffusers', 'safetensors', 'image-to-3d', 'text-to-3d', 'en', 'zh', 'arxiv:2501.12202', 'arxiv:2411.02293', 'license:other', 'region:us']",2025-01-28 12:31:03+00:00,other,,,,,"['en', 'zh']"
alexgusevski/LLaMA-Mesh-mlx,32,text-to-3d,8030261248.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'mesh-generation', 'mlx', 'text-to-3d', 'base_model:Zhengyi/LLaMA-Mesh', 'base_model:finetune:Zhengyi/LLaMA-Mesh', 'license:llama3.1', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2025-02-26 11:05:32+00:00,llama3.1,,,,Zhengyi/LLaMA-Mesh,
trackdr/LLaMA-Mesh-Q4_K_M-GGUF,30,text-to-3d,,"['transformers', 'gguf', 'mesh-generation', 'llama-cpp', 'gguf-my-repo', 'text-to-3d', 'base_model:Zhengyi/LLaMA-Mesh', 'base_model:quantized:Zhengyi/LLaMA-Mesh', 'license:llama3.1', 'endpoints_compatible', 'region:us', 'conversational']",2024-12-13 02:00:50+00:00,llama3.1,,,,Zhengyi/LLaMA-Mesh,
alexgusevski/LLaMA-Mesh-q8-mlx,20,text-to-3d,2258702336.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'mesh-generation', 'mlx', 'text-to-3d', 'base_model:Zhengyi/LLaMA-Mesh', 'base_model:quantized:Zhengyi/LLaMA-Mesh', 'license:llama3.1', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', '8-bit', 'region:us']",2025-02-25 22:49:26+00:00,llama3.1,,,,Zhengyi/LLaMA-Mesh,
Compumacy/hunyuan,14,image-to-3d,,"['hunyuan3d-2', 'diffusers', 'safetensors', 'image-to-3d', 'text-to-3d', 'en', 'zh', 'arxiv:2501.12202', 'arxiv:2411.02293', 'license:other', 'region:us']",2025-03-20 23:35:13+00:00,other,,,,,"['en', 'zh']"
dylanebert/mvdream,13,text-to-3d,,"['diffusers', 'safetensors', 'text-to-3d', 'arxiv:2308.16512', 'license:openrail', 'diffusers:MVDreamPipeline', 'region:us']",2024-04-19 14:17:10+00:00,openrail,,,,,
alexgusevski/LLaMA-Mesh-q3-mlx,11,text-to-3d,1004015616.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'mesh-generation', 'mlx', 'text-to-3d', 'base_model:Zhengyi/LLaMA-Mesh', 'base_model:quantized:Zhengyi/LLaMA-Mesh', 'license:llama3.1', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', '3-bit', 'region:us']",2025-02-25 22:23:27+00:00,llama3.1,,,,Zhengyi/LLaMA-Mesh,
alexgusevski/LLaMA-Mesh-q4-mlx,11,text-to-3d,1254952960.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'mesh-generation', 'mlx', 'text-to-3d', 'base_model:Zhengyi/LLaMA-Mesh', 'base_model:quantized:Zhengyi/LLaMA-Mesh', 'license:llama3.1', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'region:us']",2025-02-25 22:30:01+00:00,llama3.1,,,,Zhengyi/LLaMA-Mesh,
alexgusevski/LLaMA-Mesh-q6-mlx,10,text-to-3d,1756827648.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'mesh-generation', 'mlx', 'text-to-3d', 'base_model:Zhengyi/LLaMA-Mesh', 'base_model:quantized:Zhengyi/LLaMA-Mesh', 'license:llama3.1', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', '6-bit', 'region:us']",2025-02-25 22:38:12+00:00,llama3.1,,,,Zhengyi/LLaMA-Mesh,
jobs-git/Hunyuan3D-2,9,image-to-3d,,"['hunyuan3d-2.0', 'diffusers', 'safetensors', 'image-to-3d', 'text-to-3d', 'en', 'zh', 'arxiv:2501.12202', 'arxiv:2411.02293', 'license:other', 'region:us']",2025-01-29 02:43:32+00:00,other,,,,,"['en', 'zh']"
jobs-git/Hunyuan3D-1,9,text-to-3d,,"['hunyuan3d-1.0', 'diffusers', 'safetensors', 'image-to-3d', 'text-to-3d', 'en', 'zh', 'arxiv:2411.02293', 'license:other', 'region:us']",2025-01-29 20:16:40+00:00,other,,,,,"['en', 'zh']"
JeffreyXiang/TRELLIS-image-large,1034561,image-to-3d,,"['trellis', 'image-to-3d', 'en', 'arxiv:2412.01506', 'license:mit', 'region:us']",2024-12-02 13:02:21+00:00,mit,,,,,['en']
naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,165352,image-to-3d,688638856.0,"['mast3r', 'safetensors', 'image-to-3d', 'pytorch_model_hub_mixin', 'model_hub_mixin', 'arxiv:2406.09756', 'region:us']",2024-07-09 12:00:35+00:00,,,,,,
naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,70779,image-to-3d,571171208.0,"['dust3r', 'safetensors', 'pytorch_model_hub_mixin', 'model_hub_mixin', 'image-to-3d', 'arxiv:2312.14132', 'region:us']",2024-06-24 07:49:20+00:00,,,,,,
TencentARC/InstantMesh,57512,image-to-3d,,"['diffusers', 'image-to-3d', 'arxiv:2404.07191', 'license:apache-2.0', 'region:us']",2024-04-10 13:16:45+00:00,apache-2.0,,,,,
stabilityai/TripoSR,36996,image-to-3d,,"['3d', 'image-to-3d', 'dataset:allenai/objaverse', 'arxiv:2311.04400', 'arxiv:2403.02151', 'license:mit', 'region:us']",2024-02-29 13:01:16+00:00,mit,['allenai/objaverse'],,,,
naver/DUSt3R_ViTLarge_BaseDecoder_224_linear,19380,image-to-3d,532342784.0,"['dust3r', 'safetensors', 'pytorch_model_hub_mixin', 'model_hub_mixin', 'image-to-3d', 'arxiv:2312.14132', 'region:us']",2024-06-19 08:21:44+00:00,,,,,,
facebook/VGGT-1B,8434,image-to-3d,1256537516.0,"['safetensors', 'model_hub_mixin', 'pytorch_model_hub_mixin', 'image-to-3d', 'en', 'arxiv:2503.11651', 'license:cc-by-nc-4.0', 'region:us']",2025-03-11 21:59:25+00:00,cc-by-nc-4.0,,,,,['en']
jedyang97/Fast3R_ViT_Large_512,7685,image-to-3d,647551368.0,"['fast3r', 'safetensors', 'image-to-3d', 'model_hub_mixin', 'pytorch_model_hub_mixin', 'arxiv:2501.13928', 'license:other', 'region:us']",2025-02-26 11:03:00+00:00,other,,,,,
Junyi42/MonST3R_PO-TA-S-W_ViTLarge_BaseDecoder_512_dpt,6637,image-to-3d,571171208.0,"['dust3r', 'safetensors', 'image-to-3d', 'model_hub_mixin', 'pytorch_model_hub_mixin', 'arxiv:2410.03825', 'license:cc-by-nc-sa-4.0', 'region:us']",2024-10-18 01:42:20+00:00,cc-by-nc-sa-4.0,,,,,
stabilityai/stable-fast-3d,3546,image-to-3d,1006027436.0,"['safetensors', 'image-to-3d', 'dataset:allenai/objaverse', 'arxiv:2408.00653', 'license:other', 'region:us']",2024-07-17 08:49:49+00:00,other,['allenai/objaverse'],,,,
stabilityai/stable-point-aware-3d,3204,image-to-3d,2026349765.0,"['safetensors', 'image-to-3d', 'dataset:allenai/objaverse', 'arxiv:2501.04689', 'license:other', 'region:us']",2024-12-28 16:19:25+00:00,other,['allenai/objaverse'],,,,
zxhezexin/openlrm-mix-base-1.1,2422,image-to-3d,260201972.0,"['transformers', 'pytorch', 'safetensors', 'image-to-3d', 'dataset:allenai/objaverse', 'arxiv:2311.04400', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'region:us']",2024-03-04 07:02:20+00:00,cc-by-nc-4.0,['allenai/objaverse'],,,,
jadechoghari/vfusion3d,1119,image-to-3d,452135700.0,"['transformers', 'safetensors', 'lrm_generator', 'feature-extraction', 'image-to-3d', 'custom_code', 'arxiv:2403.12034', 'license:cc-by-nc-2.0', 'region:us']",2024-07-31 05:05:25+00:00,cc-by-nc-2.0,,,,,
